stage,trial,batch,source,observation,verification,status,score,task_messages,original_source_matches_audit_hash
2,16,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-16,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-2/trial-16/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,3,True
2,17,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-17,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-2/trial-17/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,2,True
2,18,structured-audit-18-19,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-18,/private/tmp/arc30-22772406666b/structured-audit-18-19/stage-2/trial-18/observation.json,/private/tmp/arc30-22772406666b/structured-audit-18-19/verification.json,success,20,5,True
2,19,structured-audit-18-19,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-19,/private/tmp/arc30-22772406666b/structured-audit-18-19/stage-2/trial-19/observation.json,/private/tmp/arc30-22772406666b/structured-audit-18-19/verification.json,success,20,3,True
2,20,structured-audit-20,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-20,/private/tmp/arc30-22772406666b/structured-audit-20/stage-2/trial-20/observation.json,/private/tmp/arc30-22772406666b/structured-audit-20/verification.json,success,20,4,True
2,21,structured-audit-21-22,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-21,/private/tmp/arc30-22772406666b/structured-audit-21-22/stage-2/trial-21/observation.json,/private/tmp/arc30-22772406666b/structured-audit-21-22/verification.json,success,20,2,True
2,22,structured-audit-21-22,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-22,/private/tmp/arc30-22772406666b/structured-audit-21-22/stage-2/trial-22/observation.json,/private/tmp/arc30-22772406666b/structured-audit-21-22/verification.json,success,20,2,True
2,23,structured-audit-23,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-23,/private/tmp/arc30-22772406666b/structured-audit-23/stage-2/trial-23/observation.json,/private/tmp/arc30-22772406666b/structured-audit-23/verification.json,success,20,2,True
2,24,structured-audit-24,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-24,/private/tmp/arc30-22772406666b/structured-audit-24/stage-2/trial-24/observation.json,/private/tmp/arc30-22772406666b/structured-audit-24/verification.json,success,20,2,True
2,25,structured-audit-25-26,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-25,/private/tmp/arc30-22772406666b/structured-audit-25-26/stage-2/trial-25/observation.json,/private/tmp/arc30-22772406666b/structured-audit-25-26/verification.json,success,20,3,True
2,26,structured-audit-25-26,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-26,/private/tmp/arc30-22772406666b/structured-audit-25-26/stage-2/trial-26/observation.json,/private/tmp/arc30-22772406666b/structured-audit-25-26/verification.json,success,20,4,True
2,27,structured-audit-27-28,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-27,/private/tmp/arc30-22772406666b/structured-audit-27-28/stage-2/trial-27/observation.json,/private/tmp/arc30-22772406666b/structured-audit-27-28/verification.json,success,20,2,True
2,28,structured-audit-27-28,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-28,/private/tmp/arc30-22772406666b/structured-audit-27-28/stage-2/trial-28/observation.json,/private/tmp/arc30-22772406666b/structured-audit-27-28/verification.json,success,20,6,True
2,29,structured-audit-29-30,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-29,/private/tmp/arc30-22772406666b/structured-audit-29-30/stage-2/trial-29/observation.json,/private/tmp/arc30-22772406666b/structured-audit-29-30/verification.json,success,20,2,True
2,30,structured-audit-29-30,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-2/results/experiment/20260912T170838Z-stage2-2f6d43b42c86/trial-30,/private/tmp/arc30-22772406666b/structured-audit-29-30/stage-2/trial-30/observation.json,/private/tmp/arc30-22772406666b/structured-audit-29-30/verification.json,success,20,2,True
3,1,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-01,/tmp/arc30-22772406666b/structured-audit-01-05/stage-3/trial-01/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,18,True
3,2,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-02,/tmp/arc30-22772406666b/structured-audit-01-05/stage-3/trial-02/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,3,True
3,3,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-03,/tmp/arc30-22772406666b/structured-audit-01-05/stage-3/trial-03/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,6,True
3,4,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-04,/tmp/arc30-22772406666b/structured-audit-01-05/stage-3/trial-04/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,7,True
3,5,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-05,/tmp/arc30-22772406666b/structured-audit-01-05/stage-3/trial-05/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,5,True
3,6,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-06,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-3/trial-06/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,3,True
3,7,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-07,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-3/trial-07/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,19,2,True
3,8,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-08,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-3/trial-08/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,3,True
3,9,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-09,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-3/trial-09/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,4,True
3,10,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-10,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-3/trial-10/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,7,True
3,11,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-11,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-3/trial-11/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,2,True
3,12,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-12,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-3/trial-12/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,4,True
3,13,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-13,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-3/trial-13/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,3,True
3,14,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-14,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-3/trial-14/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,3,True
3,15,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-15,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-3/trial-15/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,6,True
3,16,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-16,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-3/trial-16/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,4,True
3,17,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-17,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-3/trial-17/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,4,True
3,18,structured-audit-18-19,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-18,/private/tmp/arc30-22772406666b/structured-audit-18-19/stage-3/trial-18/observation.json,/private/tmp/arc30-22772406666b/structured-audit-18-19/verification.json,success,20,7,True
3,19,structured-audit-18-19,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-19,/private/tmp/arc30-22772406666b/structured-audit-18-19/stage-3/trial-19/observation.json,/private/tmp/arc30-22772406666b/structured-audit-18-19/verification.json,success,20,5,True
3,20,structured-audit-20,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-20,/private/tmp/arc30-22772406666b/structured-audit-20/stage-3/trial-20/observation.json,/private/tmp/arc30-22772406666b/structured-audit-20/verification.json,success,20,5,True
3,21,structured-audit-21-22,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-21,/private/tmp/arc30-22772406666b/structured-audit-21-22/stage-3/trial-21/observation.json,/private/tmp/arc30-22772406666b/structured-audit-21-22/verification.json,success,20,3,True
3,22,structured-audit-21-22,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-22,/private/tmp/arc30-22772406666b/structured-audit-21-22/stage-3/trial-22/observation.json,/private/tmp/arc30-22772406666b/structured-audit-21-22/verification.json,success,20,3,True
3,23,structured-audit-23,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-23,/private/tmp/arc30-22772406666b/structured-audit-23/stage-3/trial-23/observation.json,/private/tmp/arc30-22772406666b/structured-audit-23/verification.json,success,20,11,True
3,24,structured-audit-24,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-24,/private/tmp/arc30-22772406666b/structured-audit-24/stage-3/trial-24/observation.json,/private/tmp/arc30-22772406666b/structured-audit-24/verification.json,success,20,6,True
3,25,structured-audit-25-26,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-25,/private/tmp/arc30-22772406666b/structured-audit-25-26/stage-3/trial-25/observation.json,/private/tmp/arc30-22772406666b/structured-audit-25-26/verification.json,success,20,2,True
3,26,structured-audit-25-26,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-26,/private/tmp/arc30-22772406666b/structured-audit-25-26/stage-3/trial-26/observation.json,/private/tmp/arc30-22772406666b/structured-audit-25-26/verification.json,success,20,2,True
3,27,structured-audit-27-28,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-27,/private/tmp/arc30-22772406666b/structured-audit-27-28/stage-3/trial-27/observation.json,/private/tmp/arc30-22772406666b/structured-audit-27-28/verification.json,success,19,5,True
3,28,structured-audit-27-28,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-28,/private/tmp/arc30-22772406666b/structured-audit-27-28/stage-3/trial-28/observation.json,/private/tmp/arc30-22772406666b/structured-audit-27-28/verification.json,success,20,6,True
3,29,structured-audit-29-30,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-29,/private/tmp/arc30-22772406666b/structured-audit-29-30/stage-3/trial-29/observation.json,/private/tmp/arc30-22772406666b/structured-audit-29-30/verification.json,success,20,6,True
3,30,structured-audit-29-30,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-3/results/experiment/20260912T170838Z-stage3-c4737d9c488a/trial-30,/private/tmp/arc30-22772406666b/structured-audit-29-30/stage-3/trial-30/observation.json,/private/tmp/arc30-22772406666b/structured-audit-29-30/verification.json,success,20,5,True
4,1,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-01,/tmp/arc30-22772406666b/structured-audit-01-05/stage-4/trial-01/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,2,True
4,2,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-02,/tmp/arc30-22772406666b/structured-audit-01-05/stage-4/trial-02/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,6,True
4,3,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-03,/tmp/arc30-22772406666b/structured-audit-01-05/stage-4/trial-03/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,3,True
4,4,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-04,/tmp/arc30-22772406666b/structured-audit-01-05/stage-4/trial-04/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,2,True
4,5,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-05,/tmp/arc30-22772406666b/structured-audit-01-05/stage-4/trial-05/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,2,True
4,6,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-06,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-4/trial-06/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,6,True
4,7,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-07,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-4/trial-07/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,5,True
4,8,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-08,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-4/trial-08/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,2,True
4,9,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-09,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-4/trial-09/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,3,True
4,10,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-10,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-4/trial-10/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,2,True
4,11,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-11,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-4/trial-11/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,3,True
4,12,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-12,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-4/trial-12/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,2,True
4,13,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-13,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-4/trial-13/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,6,True
4,14,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-14,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-4/trial-14/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,2,True
4,15,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-15,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-4/trial-15/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,3,True
4,16,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-16,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-4/trial-16/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,4,True
